Participant._id_in_session,Participant.code,Participant.label,Participant._current_page,Participant._current_app_name,Participant._round_number,Participant._current_page_name,Participant.status,Participant.ip_address,Participant.time_started,Participant.exclude_from_data_analysis,Participant.name,Participant.visited,Participant.mturk_worker_id,Participant.mturk_assignment_id,Player.id_in_group,Player.role,Player.id,Player.payoff,Player.extraction,Player.ranking,Player.auxiliar,Player.aux_2_1,Player.aux_2_2,Player.aux_2_3,Player.gp_ranking,Group.id,Group.total_extraction,Group.total_payment,Group.group_loss,Subsession.id,Subsession.round_number,Subsession.rank_uno,Subsession.rank_dos,Subsession.rank_tres,Subsession.rank_p_1,Subsession.rank_p_2,Subsession.rank_p_3,Subsession.rank_p_4,Subsession.rank_p_5,Subsession.rank_p_6,Subsession.rank_p_7,Subsession.rank_p_8,Subsession.rank_p_9,Subsession.rank_p_10,Subsession.rank_p_11,Subsession.rank_p_12,Subsession.posit_1,Subsession.posit_2,Subsession.posit_3,Subsession.posit_4,Subsession.posit_5,Subsession.posit_6,Subsession.posit_7,Subsession.posit_8,Subsession.posit_9,Subsession.posit_10,Subsession.posit_11,Subsession.posit_12,Subsession.max_pay,Subsession.min_pay,Subsession.max_fund,Subsession.min_fund,Session.code,Session.label,Session.experimenter_name,Session.real_world_currency_per_point,Session.time_scheduled,Session.time_started,Session.mturk_HITId,Session.mturk_HITGroupId,Session.participation_fee,Session.comment,Session.is_demo,Session.use_cli_bots
P10,bkdkazck,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.152.73.88,2016-08-22 17:38:06.930981+00:00,0,100,1,,,4,,82,5.4,4,8,100,1,0,0,3,40,16,21.6,1.4,7,2,3,1,1,11,1,5,6,1,8,1,10,6,8,1,11,91,92,93,94,95,96,97,98,99,100,101,102,6.7,2.7,5.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P9,9o9clpsq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-22 17:38:18.596573+00:00,0,99,1,,,1,,81,5.7,4,6,99,0,0,1,1,42,15,21.8,1.7,7,2,3,1,1,11,1,5,6,1,8,1,10,6,8,1,11,91,92,93,94,95,96,97,98,99,100,101,102,6.7,2.7,5.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,ngpbmulp,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.95.237.20,2016-08-22 17:39:17.156757+00:00,0,94,1,,,1,,76,5.7,4,6,94,0,1,0,1,41,15,21.8,1.7,7,2,3,1,1,11,1,5,6,1,8,1,10,6,8,1,11,91,92,93,94,95,96,97,98,99,100,101,102,6.7,2.7,5.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P2,24wb7l7g,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.37.199.190,2016-08-22 17:38:46.764842+00:00,0,92,1,,,2,,74,6.7,5,1,92,0,1,0,1,41,15,21.8,1.7,7,2,3,1,1,11,1,5,6,1,8,1,10,6,8,1,11,91,92,93,94,95,96,97,98,99,100,101,102,6.7,2.7,5.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P7,z6185o9m,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.183.121,2016-08-22 17:38:42.115072+00:00,0,97,1,,,3,,79,6.7,5,1,97,0,0,1,1,42,15,21.8,1.7,7,2,3,1,1,11,1,5,6,1,8,1,10,6,8,1,11,91,92,93,94,95,96,97,98,99,100,101,102,6.7,2.7,5.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P6,2z3woarf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.98.230,2016-08-22 17:38:52.462263+00:00,0,96,1,,,2,,78,5.4,4,8,96,1,0,0,3,40,16,21.6,1.4,7,2,3,1,1,11,1,5,6,1,8,1,10,6,8,1,11,91,92,93,94,95,96,97,98,99,100,101,102,6.7,2.7,5.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P3,l739scml,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.65.93.238,2016-08-22 17:39:16.840737+00:00,0,93,1,,,3,,75,6.4,5,5,93,1,0,0,3,40,16,21.6,1.4,7,2,3,1,1,11,1,5,6,1,8,1,10,6,8,1,11,91,92,93,94,95,96,97,98,99,100,101,102,6.7,2.7,5.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P5,ee6dngxr,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-22 17:39:05.178238+00:00,0,95,1,,,2,,77,6.7,5,1,95,0,0,1,1,42,15,21.8,1.7,7,2,3,1,1,11,1,5,6,1,8,1,10,6,8,1,11,91,92,93,94,95,96,97,98,99,100,101,102,6.7,2.7,5.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P12,0a2wbu80,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-22 17:37:41.508841+00:00,0,102,1,,,4,,84,2.7,1,11,102,0,1,0,1,41,15,21.8,1.7,7,2,3,1,1,11,1,5,6,1,8,1,10,6,8,1,11,91,92,93,94,95,96,97,98,99,100,101,102,6.7,2.7,5.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P11,w8txiz3u,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.206.121,2016-08-22 17:37:54.880974+00:00,0,101,1,,,3,,83,6.7,5,1,101,0,1,0,1,41,15,21.8,1.7,7,2,3,1,1,11,1,5,6,1,8,1,10,6,8,1,11,91,92,93,94,95,96,97,98,99,100,101,102,6.7,2.7,5.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,1ws6fjdv,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.200.15,2016-08-24 19:23:23.546293+00:00,0,162,1,,,1,,184,5.3,5,6,162,0,0,1,3,96,19,20.2,0.3,16,1,2,1,3,2,11,2,6,6,4,1,9,11,6,10,4,159,160,161,162,163,164,165,166,167,168,169,170,7.2,4.1,12.0,1,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P5,doui53it,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.201.32,2016-08-22 22:29:19.633131+00:00,0,119,1,,,2,,125,5.7,5,4,119,0,0,1,3,66,18,20.8,0.7,11,1,2,1,3,12,4,4,1,4,9,9,4,1,8,3,11,115,116,117,118,119,120,121,122,123,124,125,126,7.4,2.4,7.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P8,3w4yh997,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.217.57,2016-08-09 22:06:06.530302+00:00,0,42,1,,,2,,32,5.3,5,6,42,1,0,0,3,16,19,20.2,0.3,3,3,3,1,2,6,12,9,6,3,11,3,6,3,10,2,1,35,36,37,38,39,40,41,42,43,44,45,46,7.1,4.1,6.0,1,zt62io3i,,,200.00000,,,,,5000.00,,1,
P10,0rblqk8z,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-09 22:05:09.983129+00:00,0,44,1,,,1,,34,4.7,3,10,44,0,0,1,2,18,15,21.8,1.7,3,3,3,1,2,6,12,9,6,3,11,3,6,3,10,2,1,35,36,37,38,39,40,41,42,43,44,45,46,7.1,4.1,6.0,1,zt62io3i,,,200.00000,,,,,5000.00,,1,
P5,ui2o6507,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.5.200.32,2016-08-09 22:04:59.226294+00:00,0,39,1,,,4,,29,5.7,4,3,39,0,0,1,2,18,15,21.8,1.7,3,3,3,1,2,6,12,9,6,3,11,3,6,3,10,2,1,35,36,37,38,39,40,41,42,43,44,45,46,7.1,4.1,6.0,1,zt62io3i,,,200.00000,,,,,5000.00,,1,
P9,6rza2p22,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-09 22:05:46.014145+00:00,0,43,1,,,3,,33,5.7,4,3,43,0,0,1,2,18,15,21.8,1.7,3,3,3,1,2,6,12,9,6,3,11,3,6,3,10,2,1,35,36,37,38,39,40,41,42,43,44,45,46,7.1,4.1,6.0,1,zt62io3i,,,200.00000,,,,,5000.00,,1,
P3,nlbztv8j,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-09 22:06:01.585342+00:00,0,37,1,,,1,,27,5.1,3,9,37,0,1,0,1,17,14,22.4,2.1,3,3,3,1,2,6,12,9,6,3,11,3,6,3,10,2,1,35,36,37,38,39,40,41,42,43,44,45,46,7.1,4.1,6.0,1,zt62io3i,,,200.00000,,,,,5000.00,,1,
P11,52oux9ov,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.193.29,2016-08-09 22:04:58.893949+00:00,0,45,1,,,4,,23,4.8,1,8,45,0,1,0,1,11,9,24.2,3.8,2,2,3,1,2,11,2,8,4,8,11,6,4,2,6,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.8,4.4,11.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P6,xz57rkvf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.81.228.101,2016-08-09 22:04:25.655661+00:00,0,40,1,,,1,,18,4.4,3,11,40,1,0,0,3,10,16,21.6,1.4,2,2,3,1,2,11,2,8,4,8,11,6,4,2,6,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.8,4.4,11.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P4,gjn6gq0v,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.178.66,2016-08-09 22:05:30.571238+00:00,0,38,1,,,3,,16,6.4,5,4,38,1,0,0,3,10,16,21.6,1.4,2,2,3,1,2,11,2,8,4,8,11,6,4,2,6,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.8,4.4,11.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P7,6ka3vdrx,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.158.172.100,2016-08-09 22:06:15.709595+00:00,0,41,1,,,2,,19,5.8,3,6,41,0,0,1,2,12,12,23.2,2.8,2,2,3,1,2,11,2,8,4,8,11,6,4,2,6,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.8,4.4,11.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P10,0rblqk8z,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-09 22:05:09.983129+00:00,0,44,1,,,1,,22,5.8,3,6,44,0,0,1,2,12,12,23.2,2.8,2,2,3,1,2,11,2,8,4,8,11,6,4,2,6,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.8,4.4,11.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
