Participant._id_in_session,Participant.code,Participant.label,Participant._current_page,Participant._current_app_name,Participant._round_number,Participant._current_page_name,Participant.status,Participant.ip_address,Participant.time_started,Participant.exclude_from_data_analysis,Participant.name,Participant.visited,Participant.mturk_worker_id,Participant.mturk_assignment_id,Player.id_in_group,Player.role,Player.id,Player.payoff,Player.extraction,Player.ranking,Player.auxiliar,Player.aux_2_1,Player.aux_2_2,Player.aux_2_3,Player.gp_ranking,Group.id,Group.total_extraction,Group.total_payment,Group.group_loss,Subsession.id,Subsession.round_number,Subsession.rank_uno,Subsession.rank_dos,Subsession.rank_tres,Subsession.rank_p_1,Subsession.rank_p_2,Subsession.rank_p_3,Subsession.rank_p_4,Subsession.rank_p_5,Subsession.rank_p_6,Subsession.rank_p_7,Subsession.rank_p_8,Subsession.rank_p_9,Subsession.rank_p_10,Subsession.rank_p_11,Subsession.rank_p_12,Subsession.posit_1,Subsession.posit_2,Subsession.posit_3,Subsession.posit_4,Subsession.posit_5,Subsession.posit_6,Subsession.posit_7,Subsession.posit_8,Subsession.posit_9,Subsession.posit_10,Subsession.posit_11,Subsession.posit_12,Subsession.max_pay,Subsession.min_pay,Subsession.max_fund,Subsession.min_fund,Session.code,Session.label,Session.experimenter_name,Session.real_world_currency_per_point,Session.time_scheduled,Session.time_started,Session.mturk_HITId,Session.mturk_HITGroupId,Session.participation_fee,Session.comment,Session.is_demo,Session.use_cli_bots
P9,9o9clpsq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-22 17:38:18.596573+00:00,0,99,1,,,2,,69,5.1,3,8,99,0,0,1,1,36,14,22.4,2.1,6,1,3,2,1,6,2,12,10,2,4,10,7,8,8,1,4,91,92,93,94,95,96,97,98,99,100,101,102,6.7,3.4,6.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P11,w8txiz3u,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.206.121,2016-08-22 17:37:54.880974+00:00,0,101,1,,,3,,71,6.7,5,1,101,0,1,0,2,35,15,21.8,1.7,6,1,3,2,1,6,2,12,10,2,4,10,7,8,8,1,4,91,92,93,94,95,96,97,98,99,100,101,102,6.7,3.4,6.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P12,0a2wbu80,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-22 17:37:41.508841+00:00,0,102,1,,,1,,72,6.1,4,4,102,0,0,1,1,36,14,22.4,2.1,6,1,3,2,1,6,2,12,10,2,4,10,7,8,8,1,4,91,92,93,94,95,96,97,98,99,100,101,102,6.7,3.4,6.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P10,bkdkazck,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.152.73.88,2016-08-22 17:38:06.930981+00:00,0,100,1,,,3,,70,5.1,3,8,100,0,0,1,1,36,14,22.4,2.1,6,1,3,2,1,6,2,12,10,2,4,10,7,8,8,1,4,91,92,93,94,95,96,97,98,99,100,101,102,6.7,3.4,6.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P2,24wb7l7g,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.37.199.190,2016-08-22 17:38:46.764842+00:00,0,92,1,,,3,,62,6.4,5,2,92,1,0,0,3,34,16,21.6,1.4,6,1,3,2,1,6,2,12,10,2,4,10,7,8,8,1,4,91,92,93,94,95,96,97,98,99,100,101,102,6.7,3.4,6.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P7,z6185o9m,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.183.121,2016-08-22 17:38:42.115072+00:00,0,97,1,,,2,,67,4.7,3,10,97,0,1,0,2,35,15,21.8,1.7,6,1,3,2,1,6,2,12,10,2,4,10,7,8,8,1,4,91,92,93,94,95,96,97,98,99,100,101,102,6.7,3.4,6.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P8,mihn323q,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.63.227.88,2016-08-22 17:38:31.594973+00:00,0,98,1,,,1,,68,5.4,4,7,98,1,0,0,3,34,16,21.6,1.4,6,1,3,2,1,6,2,12,10,2,4,10,7,8,8,1,4,91,92,93,94,95,96,97,98,99,100,101,102,6.7,3.4,6.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P3,l739scml,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.65.93.238,2016-08-22 17:39:16.840737+00:00,0,93,1,,,2,,63,3.4,2,12,93,1,0,0,3,34,16,21.6,1.4,6,1,3,2,1,6,2,12,10,2,4,10,7,8,8,1,4,91,92,93,94,95,96,97,98,99,100,101,102,6.7,3.4,6.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P5,ee6dngxr,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-22 17:39:05.178238+00:00,0,95,1,,,4,,65,6.4,5,2,95,1,0,0,3,34,16,21.6,1.4,6,1,3,2,1,6,2,12,10,2,4,10,7,8,8,1,4,91,92,93,94,95,96,97,98,99,100,101,102,6.7,3.4,6.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P6,2z3woarf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.98.230,2016-08-22 17:38:52.462263+00:00,0,96,1,,,4,,66,6.1,4,4,96,0,0,1,1,36,14,22.4,2.1,6,1,3,2,1,6,2,12,10,2,4,10,7,8,8,1,4,91,92,93,94,95,96,97,98,99,100,101,102,6.7,3.4,6.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P1,tpmnllyw,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.185.250,2016-08-22 17:38:34.927355+00:00,0,91,1,,,1,,61,5.7,4,6,91,0,1,0,2,35,15,21.8,1.7,6,1,3,2,1,6,2,12,10,2,4,10,7,8,8,1,4,91,92,93,94,95,96,97,98,99,100,101,102,6.7,3.4,6.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P9,frno2noq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-22 22:30:18.753979+00:00,0,123,1,,,2,,129,5.0,4,10,123,0,1,0,3,65,17,21.0,1,11,1,2,3,1,8,11,6,6,1,9,3,2,10,3,5,12,115,116,117,118,119,120,121,122,123,124,125,126,8.1,4.0,12.0,3.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P12,t9kl2n8x,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.220.50,2016-08-22 22:30:17.425605+00:00,0,126,1,,,3,,132,4.0,3,12,126,0,1,0,3,65,17,21.0,1,11,1,2,3,1,8,11,6,6,1,9,3,2,10,3,5,12,115,116,117,118,119,120,121,122,123,124,125,126,8.1,4.0,12.0,3.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P2,24wb7l7g,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.37.199.190,2016-08-22 17:38:46.764842+00:00,0,92,1,,,3,,74,4.5,1,9,92,1,0,0,1,40,10,24.0,3.5,7,2,1,3,1,12,9,9,8,1,4,2,4,4,9,2,4,91,92,93,94,95,96,97,98,99,100,101,102,8.5,2.1,10.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P7,z6185o9m,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.183.121,2016-08-22 17:38:42.115072+00:00,0,97,1,,,2,,79,7.1,5,2,97,0,1,0,3,41,14,22.4,2.1,7,2,1,3,1,12,9,9,8,1,4,2,4,4,9,2,4,91,92,93,94,95,96,97,98,99,100,101,102,8.5,2.1,10.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P11,w8txiz3u,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.206.121,2016-08-22 17:37:54.880974+00:00,0,101,1,,,3,,83,7.1,5,2,101,0,1,0,3,41,14,22.4,2.1,7,2,1,3,1,12,9,9,8,1,4,2,4,4,9,2,4,91,92,93,94,95,96,97,98,99,100,101,102,8.5,2.1,10.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,ngpbmulp,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.95.237.20,2016-08-22 17:39:17.156757+00:00,0,94,1,,,4,,76,6.1,4,8,94,0,1,0,3,41,14,22.4,2.1,7,2,1,3,1,12,9,9,8,1,4,2,4,4,9,2,4,91,92,93,94,95,96,97,98,99,100,101,102,8.5,2.1,10.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P9,9o9clpsq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-22 17:38:18.596573+00:00,0,99,1,,,2,,81,6.5,3,4,99,0,0,1,1,42,10,24.0,3.5,7,2,1,3,1,12,9,9,8,1,4,2,4,4,9,2,4,91,92,93,94,95,96,97,98,99,100,101,102,8.5,2.1,10.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P10,bkdkazck,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.152.73.88,2016-08-22 17:38:06.930981+00:00,0,100,1,,,3,,82,4.5,1,9,100,0,0,1,1,42,10,24.0,3.5,7,2,1,3,1,12,9,9,8,1,4,2,4,4,9,2,4,91,92,93,94,95,96,97,98,99,100,101,102,8.5,2.1,10.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P6,2z3woarf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.98.230,2016-08-22 17:38:52.462263+00:00,0,96,1,,,4,,78,6.5,3,4,96,0,0,1,1,42,10,24.0,3.5,7,2,1,3,1,12,9,9,8,1,4,2,4,4,9,2,4,91,92,93,94,95,96,97,98,99,100,101,102,8.5,2.1,10.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P5,ee6dngxr,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-22 17:39:05.178238+00:00,0,95,1,,,4,,77,8.5,5,1,95,1,0,0,1,40,10,24.0,3.5,7,2,1,3,1,12,9,9,8,1,4,2,4,4,9,2,4,91,92,93,94,95,96,97,98,99,100,101,102,8.5,2.1,10.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P12,0a2wbu80,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-22 17:37:41.508841+00:00,0,102,1,,,1,,84,6.5,3,4,102,0,0,1,1,42,10,24.0,3.5,7,2,1,3,1,12,9,9,8,1,4,2,4,4,9,2,4,91,92,93,94,95,96,97,98,99,100,101,102,8.5,2.1,10.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P11,52oux9ov,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.193.29,2016-08-09 22:04:58.893949+00:00,0,45,1,,,2,,35,5.0,4,8,45,1,0,0,2,16,17,21.0,1,3,3,2,1,3,11,6,1,8,6,8,4,3,4,11,8,1,35,36,37,38,39,40,41,42,43,44,45,46,6.1,4.7,6.0,2.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P4,gjn6gq0v,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.178.66,2016-08-09 22:05:30.571238+00:00,0,38,1,,,3,,28,5.0,4,8,38,1,0,0,2,16,17,21.0,1,3,3,2,1,3,11,6,1,8,6,8,4,3,4,11,8,1,35,36,37,38,39,40,41,42,43,44,45,46,6.1,4.7,6.0,2.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P7,6ka3vdrx,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.158.172.100,2016-08-09 22:06:15.709595+00:00,0,41,1,,,2,,31,5.7,5,4,41,0,0,1,3,18,18,20.8,0.7,3,3,2,1,3,11,6,1,8,6,8,4,3,4,11,8,1,35,36,37,38,39,40,41,42,43,44,45,46,6.1,4.7,6.0,2.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P5,ui2o6507,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.5.200.32,2016-08-09 22:04:59.226294+00:00,0,39,1,,,2,,29,5.1,3,6,39,0,1,0,1,17,14,22.4,2.1,3,3,2,1,3,11,6,1,8,6,8,4,3,4,11,8,1,35,36,37,38,39,40,41,42,43,44,45,46,6.1,4.7,6.0,2.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P3,nlbztv8j,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-09 22:06:01.585342+00:00,0,37,1,,,4,,27,6.1,4,1,37,0,1,0,1,17,14,22.4,2.1,3,3,2,1,3,11,6,1,8,6,8,4,3,4,11,8,1,35,36,37,38,39,40,41,42,43,44,45,46,6.1,4.7,6.0,2.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P1,39l6xjub,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.61.152.141,2016-08-09 22:06:54.257638+00:00,0,35,1,,,4,,25,4.7,4,11,35,0,0,1,3,18,18,20.8,0.7,3,3,2,1,3,11,6,1,8,6,8,4,3,4,11,8,1,35,36,37,38,39,40,41,42,43,44,45,46,6.1,4.7,6.0,2.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P8,3w4yh997,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.217.57,2016-08-09 22:06:06.530302+00:00,0,42,1,,,1,,32,6.0,5,3,42,1,0,0,2,16,17,21.0,1,3,3,2,1,3,11,6,1,8,6,8,4,3,4,11,8,1,35,36,37,38,39,40,41,42,43,44,45,46,6.1,4.7,6.0,2.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P6,xz57rkvf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.81.228.101,2016-08-09 22:04:25.655661+00:00,0,40,1,,,4,,30,5.0,4,8,40,1,0,0,2,16,17,21.0,1,3,3,2,1,3,11,6,1,8,6,8,4,3,4,11,8,1,35,36,37,38,39,40,41,42,43,44,45,46,6.1,4.7,6.0,2.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P2,pcf7gm29,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.186.213.164,2016-08-09 22:10:35.221718+00:00,0,36,1,,,3,,26,5.1,3,6,36,0,1,0,1,17,14,22.4,2.1,3,3,2,1,3,11,6,1,8,6,8,4,3,4,11,8,1,35,36,37,38,39,40,41,42,43,44,45,46,6.1,4.7,6.0,2.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P9,6rza2p22,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-09 22:05:46.014145+00:00,0,43,1,,,3,,33,5.7,5,4,43,0,0,1,3,18,18,20.8,0.7,3,3,2,1,3,11,6,1,8,6,8,4,3,4,11,8,1,35,36,37,38,39,40,41,42,43,44,45,46,6.1,4.7,6.0,2.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P12,aavgcaym,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.167.27,2016-08-09 22:04:48.957997+00:00,0,46,1,,,1,,36,6.1,4,1,46,0,1,0,1,17,14,22.4,2.1,3,3,2,1,3,11,6,1,8,6,8,4,3,4,11,8,1,35,36,37,38,39,40,41,42,43,44,45,46,6.1,4.7,6.0,2.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P10,0rblqk8z,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-09 22:05:09.983129+00:00,0,44,1,,,1,,34,4.7,4,11,44,0,0,1,3,18,18,20.8,0.7,3,3,2,1,3,11,6,1,8,6,8,4,3,4,11,8,1,35,36,37,38,39,40,41,42,43,44,45,46,6.1,4.7,6.0,2.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P3,l739scml,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.65.93.238,2016-08-22 17:39:16.840737+00:00,0,93,1,,,2,,75,4.5,1,9,93,1,0,0,1,40,10,24.0,3.5,7,2,1,3,1,12,9,9,8,1,4,2,4,4,9,2,4,91,92,93,94,95,96,97,98,99,100,101,102,8.5,2.1,10.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P2,pcf7gm29,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.186.213.164,2016-08-09 22:10:35.221718+00:00,0,36,1,,,3,,14,4.5,1,10,36,0,1,0,1,11,10,24.0,3.5,2,2,2,1,2,2,10,6,4,6,8,8,2,4,11,11,1,35,36,37,38,39,40,41,42,43,44,45,46,8.5,4.1,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P11,52oux9ov,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.193.29,2016-08-09 22:04:58.893949+00:00,0,45,1,,,2,,23,4.1,2,11,45,1,0,0,2,10,14,22.4,2.1,2,2,2,1,2,2,10,6,4,6,8,8,2,4,11,11,1,35,36,37,38,39,40,41,42,43,44,45,46,8.5,4.1,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P1,39l6xjub,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.61.152.141,2016-08-09 22:06:54.257638+00:00,0,35,1,,,4,,13,7.1,5,2,35,0,0,1,2,12,14,22.4,2.1,2,2,2,1,2,2,10,6,4,6,8,8,2,4,11,11,1,35,36,37,38,39,40,41,42,43,44,45,46,8.5,4.1,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P7,6ka3vdrx,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.158.172.100,2016-08-09 22:06:15.709595+00:00,0,41,1,,,2,,19,5.1,3,8,41,0,0,1,2,12,14,22.4,2.1,2,2,2,1,2,2,10,6,4,6,8,8,2,4,11,11,1,35,36,37,38,39,40,41,42,43,44,45,46,8.5,4.1,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P3,nlbztv8j,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-09 22:06:01.585342+00:00,0,37,1,,,4,,15,5.5,2,6,37,0,1,0,1,11,10,24.0,3.5,2,2,2,1,2,2,10,6,4,6,8,8,2,4,11,11,1,35,36,37,38,39,40,41,42,43,44,45,46,8.5,4.1,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P12,aavgcaym,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.167.27,2016-08-09 22:04:48.957997+00:00,0,46,1,,,1,,24,8.5,5,1,46,0,1,0,1,11,10,24.0,3.5,2,2,2,1,2,2,10,6,4,6,8,8,2,4,11,11,1,35,36,37,38,39,40,41,42,43,44,45,46,8.5,4.1,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P6,xz57rkvf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.81.228.101,2016-08-09 22:04:25.655661+00:00,0,40,1,,,4,,18,5.1,3,8,40,1,0,0,2,10,14,22.4,2.1,2,2,2,1,2,2,10,6,4,6,8,8,2,4,11,11,1,35,36,37,38,39,40,41,42,43,44,45,46,8.5,4.1,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P10,0rblqk8z,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-09 22:05:09.983129+00:00,0,44,1,,,1,,22,4.1,2,11,44,0,0,1,2,12,14,22.4,2.1,2,2,2,1,2,2,10,6,4,6,8,8,2,4,11,11,1,35,36,37,38,39,40,41,42,43,44,45,46,8.5,4.1,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P8,3w4yh997,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.217.57,2016-08-09 22:06:06.530302+00:00,0,42,1,,,1,,20,7.1,5,2,42,1,0,0,2,10,14,22.4,2.1,2,2,2,1,2,2,10,6,4,6,8,8,2,4,11,11,1,35,36,37,38,39,40,41,42,43,44,45,46,8.5,4.1,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P5,ui2o6507,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.5.200.32,2016-08-09 22:04:59.226294+00:00,0,39,1,,,2,,17,5.5,2,6,39,0,1,0,1,11,10,24.0,3.5,2,2,2,1,2,2,10,6,4,6,8,8,2,4,11,11,1,35,36,37,38,39,40,41,42,43,44,45,46,8.5,4.1,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P9,6rza2p22,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-09 22:05:46.014145+00:00,0,43,1,,,3,,21,6.1,4,4,43,0,0,1,2,12,14,22.4,2.1,2,2,2,1,2,2,10,6,4,6,8,8,2,4,11,11,1,35,36,37,38,39,40,41,42,43,44,45,46,8.5,4.1,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
