Participant._id_in_session,Participant.code,Participant.label,Participant._current_page,Participant._current_app_name,Participant._round_number,Participant._current_page_name,Participant.status,Participant.ip_address,Participant.time_started,Participant.exclude_from_data_analysis,Participant.name,Participant.visited,Participant.mturk_worker_id,Participant.mturk_assignment_id,Player.id_in_group,Player.role,Player.id,Player.payoff,Player.extraction,Player.partial_pay,Player.ranking,Player.auxiliar,Player.aux_2_1,Player.aux_2_2,Player.aux_2_3,Player.gp_ranking,Group.id,Group.total_extraction,Group.total_payment,Group.group_loss,Subsession.id,Subsession.round_number,Subsession.multi_uno,Subsession.multi_dos,Subsession.multi_tres,Subsession.rank_uno,Subsession.rank_dos,Subsession.rank_tres,Subsession.rank_p_1,Subsession.rank_p_2,Subsession.rank_p_3,Subsession.rank_p_4,Subsession.rank_p_5,Subsession.rank_p_6,Subsession.rank_p_7,Subsession.rank_p_8,Subsession.rank_p_9,Subsession.rank_p_10,Subsession.rank_p_11,Subsession.rank_p_12,Subsession.posit_1,Subsession.posit_2,Subsession.posit_3,Subsession.posit_4,Subsession.posit_5,Subsession.posit_6,Subsession.posit_7,Subsession.posit_8,Subsession.posit_9,Subsession.posit_10,Subsession.posit_11,Subsession.posit_12,Subsession.max_pay,Subsession.min_pay,Subsession.max_fund,Subsession.min_fund,Session.code,Session.label,Session.experimenter_name,Session.real_world_currency_per_point,Session.time_scheduled,Session.time_started,Session.mturk_HITId,Session.mturk_HITGroupId,Session.participation_fee,Session.comment,Session.is_demo,Session.use_cli_bots
P7,6ka3vdrx,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.158.172.100,2016-08-09 22:06:15.709595+00:00,0,41,1,,,1,,31,5.8,5,6.4,7,41,1,0,0,3,16,16,21.6,1.4,3,3,0.90,1.10,1,3,1,2,8,8,10,12,3,2,7,1,4,4,4,10,35,36,37,38,39,40,41,42,43,44,45,46,8.1,4.0,11.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P10,0rblqk8z,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-09 22:05:09.983129+00:00,0,44,1,,,4,,22,6.1,2,5.5,3,44,0,1,0,1,11,10,24.0,3.5,2,2,1,1.10,0.90,2,1,3,6,9,4,6,10,2,6,10,1,3,12,4,35,36,37,38,39,40,41,42,43,44,45,46,9.4,3.9,10.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P2,pcf7gm29,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.186.213.164,2016-08-09 22:10:35.221718+00:00,0,36,1,,,3,,14,4.7,3,4.7,9,36,1,0,0,2,10,15,21.8,1.7,2,2,1,1.10,0.90,2,1,3,6,9,4,6,10,2,6,10,1,3,12,4,35,36,37,38,39,40,41,42,43,44,45,46,9.4,3.9,10.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P9,6rza2p22,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-09 22:05:46.014145+00:00,0,43,1,,,3,,21,9.4,5,8.5,1,43,0,1,0,1,11,10,24.0,3.5,2,2,1,1.10,0.90,2,1,3,6,9,4,6,10,2,6,10,1,3,12,4,35,36,37,38,39,40,41,42,43,44,45,46,9.4,3.9,10.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P6,xz57rkvf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.81.228.101,2016-08-09 22:04:25.655661+00:00,0,40,1,,,2,,18,7.2,3,6.5,2,40,0,1,0,1,11,10,24.0,3.5,2,2,1,1.10,0.90,2,1,3,6,9,4,6,10,2,6,10,1,3,12,4,35,36,37,38,39,40,41,42,43,44,45,46,9.4,3.9,10.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P1,39l6xjub,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.61.152.141,2016-08-09 22:06:54.257638+00:00,0,35,1,,,4,,13,5.7,4,5.7,6,35,1,0,0,2,10,15,21.8,1.7,2,2,1,1.10,0.90,2,1,3,6,9,4,6,10,2,6,10,1,3,12,4,35,36,37,38,39,40,41,42,43,44,45,46,9.4,3.9,10.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P7,6ka3vdrx,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.158.172.100,2016-08-09 22:06:15.709595+00:00,0,41,1,,,1,,19,5.7,4,5.7,6,41,1,0,0,2,10,15,21.8,1.7,2,2,1,1.10,0.90,2,1,3,6,9,4,6,10,2,6,10,1,3,12,4,35,36,37,38,39,40,41,42,43,44,45,46,9.4,3.9,10.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P8,3w4yh997,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.217.57,2016-08-09 22:06:06.530302+00:00,0,42,1,,,2,,20,4.0,3,4.4,10,42,0,0,1,3,12,16,21.6,1.4,2,2,1,1.10,0.90,2,1,3,6,9,4,6,10,2,6,10,1,3,12,4,35,36,37,38,39,40,41,42,43,44,45,46,9.4,3.9,10.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P5,ui2o6507,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.5.200.32,2016-08-09 22:04:59.226294+00:00,0,39,1,,,3,,17,4.0,3,4.4,10,39,0,0,1,3,12,16,21.6,1.4,2,2,1,1.10,0.90,2,1,3,6,9,4,6,10,2,6,10,1,3,12,4,35,36,37,38,39,40,41,42,43,44,45,46,9.4,3.9,10.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P2,pcf7gm29,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.186.213.164,2016-08-09 22:10:35.221718+00:00,0,36,1,,,3,,26,4.9,4,5.4,8,36,1,0,0,3,16,16,21.6,1.4,3,3,0.90,1.10,1,3,1,2,8,8,10,12,3,2,7,1,4,4,4,10,35,36,37,38,39,40,41,42,43,44,45,46,8.1,4.0,11.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P8,3w4yh997,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.217.57,2016-08-09 22:06:06.530302+00:00,0,42,1,,,2,,32,8.1,5,8.1,1,42,0,0,1,2,18,11,23.4,3.1,3,3,0.90,1.10,1,3,1,2,8,8,10,12,3,2,7,1,4,4,4,10,35,36,37,38,39,40,41,42,43,44,45,46,8.1,4.0,11.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P1,39l6xjub,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.61.152.141,2016-08-09 22:06:54.257638+00:00,0,35,1,,,4,,25,4.9,4,5.4,8,35,1,0,0,3,16,16,21.6,1.4,3,3,0.90,1.10,1,3,1,2,8,8,10,12,3,2,7,1,4,4,4,10,35,36,37,38,39,40,41,42,43,44,45,46,8.1,4.0,11.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P8,ihne4spc,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:28:22.599381+00:00,0,122,1,,,2,,248,5.5,4,6.1,6,122,0,0,1,3,126,14,22.4,2.1,21,1,1.10,1,0.90,1,2,3,11,2,7,12,1,3,7,6,9,10,3,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,3.7,8.0,6.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P11,w8txiz3u,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.206.121,2016-08-22 17:37:54.880974+00:00,0,101,1,,,4,,131,5.8,3,6.1,7,101,0,0,1,2,66,11,23.4,3.1,11,1,1.10,0.95,0.95,1,2,2,6,12,11,1,2,4,9,10,7,4,7,3,91,92,93,94,95,96,97,98,99,100,101,102,8.7,2.9,14.0,9.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P12,t9kl2n8x,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.220.50,2016-08-22 22:30:17.425605+00:00,0,126,1,,,2,,252,6.4,3,5.8,3,126,1,0,0,1,124,12,23.2,2.8,21,1,1.10,1,0.90,1,2,3,11,2,7,12,1,3,7,6,9,10,3,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,3.7,8.0,6.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P3,c7noh4z6,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.200.15,2016-08-22 22:28:53.833365+00:00,0,117,1,,,4,,243,5.4,3,5.4,7,117,0,1,0,2,125,13,22.6,2.4,21,1,1.10,1,0.90,1,2,3,11,2,7,12,1,3,7,6,9,10,3,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,3.7,8.0,6.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P5,doui53it,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.201.32,2016-08-22 22:29:19.633131+00:00,0,119,1,,,1,,245,8.6,5,7.8,1,119,1,0,0,1,124,12,23.2,2.8,21,1,1.10,1,0.90,1,2,3,11,2,7,12,1,3,7,6,9,10,3,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,3.7,8.0,6.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P11,enoytqa1,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:30:29.823319+00:00,0,125,1,,,4,,251,6.4,5,7.1,3,125,0,0,1,3,126,14,22.4,2.1,21,1,1.10,1,0.90,1,2,3,11,2,7,12,1,3,7,6,9,10,3,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,3.7,8.0,6.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P1,ut05vfix,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-22 22:28:31.035820+00:00,0,115,1,,,3,,241,4.2,1,3.8,11,115,1,0,0,1,124,12,23.2,2.8,21,1,1.10,1,0.90,1,2,3,11,2,7,12,1,3,7,6,9,10,3,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,3.7,8.0,6.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P7,f5j0x68s,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.141.33.163,2016-08-22 22:28:37.829446+00:00,0,121,1,,,1,,247,5.4,3,5.4,7,121,0,1,0,2,125,13,22.6,2.4,21,1,1.10,1,0.90,1,2,3,11,2,7,12,1,3,7,6,9,10,3,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,3.7,8.0,6.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P2,7s3nsihj,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:28:40.454912+00:00,0,116,1,,,3,,242,7.4,5,7.4,2,116,0,1,0,2,125,13,22.6,2.4,21,1,1.10,1,0.90,1,2,3,11,2,7,12,1,3,7,6,9,10,3,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,3.7,8.0,6.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P2,9kvkd4i6,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.178.230.6,2016-08-24 19:22:41.174258+00:00,0,160,1,,,1,,362,5.1,3,5.4,7,160,0,1,0,2,185,13,22.6,2.4,31,1,0.95,0.95,1.10,2,2,1,3,7,12,3,3,7,10,10,6,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.2,12.0,7.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P3,qorbl9h6,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.178.66,2016-08-24 19:23:00.624743+00:00,0,161,1,,,1,,363,3.2,1,3.4,12,161,1,0,0,2,184,13,22.6,2.4,31,1,0.95,0.95,1.10,2,2,1,3,7,12,3,3,7,10,10,6,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.2,12.0,7.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P3,c7noh4z6,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.200.15,2016-08-22 22:28:53.833365+00:00,0,117,1,,,4,,255,7.1,5,7.1,2,117,0,1,0,2,131,14,22.4,2.1,22,2,1.10,1,0.90,1,2,3,8,2,2,6,1,4,10,12,6,10,9,4,115,116,117,118,119,120,121,122,123,124,125,126,7.8,3.3,9.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P5,ui2o6507,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.5.200.32,2016-08-09 22:04:59.226294+00:00,0,39,1,,,3,,29,7.1,4,7.1,3,39,0,0,1,2,18,11,23.4,3.1,3,3,0.90,1.10,1,3,1,2,8,8,10,12,3,2,7,1,4,4,4,10,35,36,37,38,39,40,41,42,43,44,45,46,8.1,4.0,11.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P3,nlbztv8j,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-09 22:06:01.585342+00:00,0,37,1,,,4,,27,4.1,1,4.1,10,37,0,0,1,2,18,11,23.4,3.1,3,3,0.90,1.10,1,3,1,2,8,8,10,12,3,2,7,1,4,4,4,10,35,36,37,38,39,40,41,42,43,44,45,46,8.1,4.0,11.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P10,ydsge81s,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.33.196.195,2016-08-22 22:30:33.853887+00:00,0,124,1,,,2,,262,4.1,2,4.1,10,124,0,1,0,2,131,14,22.4,2.1,22,2,1.10,1,0.90,1,2,3,8,2,2,6,1,4,10,12,6,10,9,4,115,116,117,118,119,120,121,122,123,124,125,126,7.8,3.3,9.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P7,f5j0x68s,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.141.33.163,2016-08-22 22:28:37.829446+00:00,0,121,1,,,1,,259,4.1,2,4.1,10,121,0,1,0,2,131,14,22.4,2.1,22,2,1.10,1,0.90,1,2,3,8,2,2,6,1,4,10,12,6,10,9,4,115,116,117,118,119,120,121,122,123,124,125,126,7.8,3.3,9.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P6,skf3koob,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.35.233.184,2016-08-22 22:29:38.557601+00:00,0,120,1,,,4,,258,6.7,3,6.1,4,120,1,0,0,1,130,11,23.4,3.1,22,2,1.10,1,0.90,1,2,3,8,2,2,6,1,4,10,12,6,10,9,4,115,116,117,118,119,120,121,122,123,124,125,126,7.8,3.3,9.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P11,enoytqa1,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:30:29.823319+00:00,0,125,1,,,4,,263,4.2,3,4.7,9,125,0,0,1,3,132,15,21.8,1.7,22,2,1.10,1,0.90,1,2,3,8,2,2,6,1,4,10,12,6,10,9,4,115,116,117,118,119,120,121,122,123,124,125,126,7.8,3.3,9.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P12,0a2wbu80,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-22 17:37:41.508841+00:00,0,102,1,,,3,,144,7.6,2,6.9,2,102,1,0,0,1,70,6,25.6,4.9,12,2,1.10,1,0.90,1,2,3,4,11,12,2,8,6,4,10,6,1,8,2,91,92,93,94,95,96,97,98,99,100,101,102,8.1,2.4,14.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P7,z6185o9m,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.183.121,2016-08-22 17:38:42.115072+00:00,0,97,1,,,1,,139,6.5,1,5.9,4,97,1,0,0,1,70,6,25.6,4.9,12,2,1.10,1,0.90,1,2,3,4,11,12,2,8,6,4,10,6,1,8,2,91,92,93,94,95,96,97,98,99,100,101,102,8.1,2.4,14.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P8,mihn323q,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.63.227.88,2016-08-22 17:38:31.594973+00:00,0,98,1,,,2,,140,5.1,4,5.7,10,98,0,0,1,3,72,15,21.8,1.7,12,2,1.10,1,0.90,1,2,3,4,11,12,2,8,6,4,10,6,1,8,2,91,92,93,94,95,96,97,98,99,100,101,102,8.1,2.4,14.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P11,w8txiz3u,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.206.121,2016-08-22 17:37:54.880974+00:00,0,101,1,,,4,,143,6.0,5,6.7,8,101,0,0,1,3,72,15,21.8,1.7,12,2,1.10,1,0.90,1,2,3,4,11,12,2,8,6,4,10,6,1,8,2,91,92,93,94,95,96,97,98,99,100,101,102,8.1,2.4,14.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P3,l739scml,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.65.93.238,2016-08-22 17:39:16.840737+00:00,0,93,1,,,1,,135,2.4,1,2.7,12,93,0,0,1,3,72,15,21.8,1.7,12,2,1.10,1,0.90,1,2,3,4,11,12,2,8,6,4,10,6,1,8,2,91,92,93,94,95,96,97,98,99,100,101,102,8.1,2.4,14.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P6,2z3woarf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.98.230,2016-08-22 17:38:52.462263+00:00,0,96,1,,,3,,138,6.1,3,6.1,6,96,0,1,0,2,71,11,23.4,3.1,12,2,1.10,1,0.90,1,2,3,4,11,12,2,8,6,4,10,6,1,8,2,91,92,93,94,95,96,97,98,99,100,101,102,8.1,2.4,14.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P12,t9kl2n8x,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.220.50,2016-08-22 22:30:17.425605+00:00,0,126,1,,,2,,264,6.7,3,6.1,4,126,1,0,0,1,130,11,23.4,3.1,22,2,1.10,1,0.90,1,2,3,8,2,2,6,1,4,10,12,6,10,9,4,115,116,117,118,119,120,121,122,123,124,125,126,7.8,3.3,9.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P2,7s3nsihj,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:28:40.454912+00:00,0,116,1,,,3,,254,7.1,5,7.1,2,116,0,1,0,2,131,14,22.4,2.1,22,2,1.10,1,0.90,1,2,3,8,2,2,6,1,4,10,12,6,10,9,4,115,116,117,118,119,120,121,122,123,124,125,126,7.8,3.3,9.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P2,24wb7l7g,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.37.199.190,2016-08-22 17:38:46.764842+00:00,0,92,1,,,2,,134,3.1,0,3.1,11,92,0,1,0,2,71,11,23.4,3.1,12,2,1.10,1,0.90,1,2,3,4,11,12,2,8,6,4,10,6,1,8,2,91,92,93,94,95,96,97,98,99,100,101,102,8.1,2.4,14.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P1,tpmnllyw,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.185.250,2016-08-22 17:38:34.927355+00:00,0,91,1,,,2,,133,6.5,1,5.9,4,91,1,0,0,1,70,6,25.6,4.9,12,2,1.10,1,0.90,1,2,3,4,11,12,2,8,6,4,10,6,1,8,2,91,92,93,94,95,96,97,98,99,100,101,102,8.1,2.4,14.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P9,9o9clpsq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-22 17:38:18.596573+00:00,0,99,1,,,1,,141,6.1,3,6.1,6,99,0,1,0,2,71,11,23.4,3.1,12,2,1.10,1,0.90,1,2,3,4,11,12,2,8,6,4,10,6,1,8,2,91,92,93,94,95,96,97,98,99,100,101,102,8.1,2.4,14.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P10,bkdkazck,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.152.73.88,2016-08-22 17:38:06.930981+00:00,0,100,1,,,4,,154,7.1,4,7.1,3,100,0,1,0,2,77,11,23.4,3.1,13,3,1.10,1,0.90,1,2,3,5,11,12,1,7,3,5,7,9,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,1.9,14.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P8,ihne4spc,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:28:22.599381+00:00,0,122,1,,,2,,260,3.3,2,3.7,12,122,0,0,1,3,132,15,21.8,1.7,22,2,1.10,1,0.90,1,2,3,8,2,2,6,1,4,10,12,6,10,9,4,115,116,117,118,119,120,121,122,123,124,125,126,7.8,3.3,9.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P10,bkdkazck,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.152.73.88,2016-08-22 17:38:06.930981+00:00,0,100,1,,,4,,142,8.1,5,8.1,1,100,0,1,0,2,71,11,23.4,3.1,12,2,1.10,1,0.90,1,2,3,4,11,12,2,8,6,4,10,6,1,8,2,91,92,93,94,95,96,97,98,99,100,101,102,8.1,2.4,14.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,ngpbmulp,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.95.237.20,2016-08-22 17:39:17.156757+00:00,0,94,1,,,4,,136,7.6,2,6.9,2,94,1,0,0,1,70,6,25.6,4.9,12,2,1.10,1,0.90,1,2,3,4,11,12,2,8,6,4,10,6,1,8,2,91,92,93,94,95,96,97,98,99,100,101,102,8.1,2.4,14.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P2,24wb7l7g,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.37.199.190,2016-08-22 17:38:46.764842+00:00,0,92,1,,,2,,146,3.1,0,3.1,11,92,0,1,0,2,77,11,23.4,3.1,13,3,1.10,1,0.90,1,2,3,5,11,12,1,7,3,5,7,9,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,1.9,14.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P5,doui53it,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.201.32,2016-08-22 22:29:19.633131+00:00,0,119,1,,,1,,257,7.8,4,7.1,1,119,1,0,0,1,130,11,23.4,3.1,22,2,1.10,1,0.90,1,2,3,8,2,2,6,1,4,10,12,6,10,9,4,115,116,117,118,119,120,121,122,123,124,125,126,7.8,3.3,9.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P5,ee6dngxr,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-22 17:39:05.178238+00:00,0,95,1,,,3,,137,6.0,5,6.7,8,95,0,0,1,3,72,15,21.8,1.7,12,2,1.10,1,0.90,1,2,3,4,11,12,2,8,6,4,10,6,1,8,2,91,92,93,94,95,96,97,98,99,100,101,102,8.1,2.4,14.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P3,nlbztv8j,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-09 22:06:01.585342+00:00,0,37,1,,,4,,51,6.1,2,5.5,5,37,0,0,1,1,30,10,24.0,3.5,5,5,1,0.90,1.10,2,3,1,4,11,5,2,8,6,11,1,6,9,9,3,35,36,37,38,39,40,41,42,43,44,45,46,8.3,4.4,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P5,ui2o6507,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.5.200.32,2016-08-09 22:04:59.226294+00:00,0,39,1,,,3,,53,5.0,1,4.5,8,39,0,0,1,1,30,10,24.0,3.5,5,5,1,0.90,1.10,2,3,1,4,11,5,2,8,6,11,1,6,9,9,3,35,36,37,38,39,40,41,42,43,44,45,46,8.3,4.4,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P9,6rza2p22,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-09 22:05:46.014145+00:00,0,43,1,,,3,,57,5.5,4,6.1,6,43,0,1,0,3,29,14,22.4,2.1,5,5,1,0.90,1.10,2,3,1,4,11,5,2,8,6,11,1,6,9,9,3,35,36,37,38,39,40,41,42,43,44,45,46,8.3,4.4,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P2,pcf7gm29,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.186.213.164,2016-08-09 22:10:35.221718+00:00,0,36,1,,,3,,50,4.4,2,4.4,11,36,1,0,0,2,28,13,22.6,2.4,5,5,1,0.90,1.10,2,3,1,4,11,5,2,8,6,11,1,6,9,9,3,35,36,37,38,39,40,41,42,43,44,45,46,8.3,4.4,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P7,6ka3vdrx,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.158.172.100,2016-08-09 22:06:15.709595+00:00,0,41,1,,,1,,55,4.4,2,4.4,11,41,1,0,0,2,28,13,22.6,2.4,5,5,1,0.90,1.10,2,3,1,4,11,5,2,8,6,11,1,6,9,9,3,35,36,37,38,39,40,41,42,43,44,45,46,8.3,4.4,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P8,3w4yh997,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.217.57,2016-08-09 22:06:06.530302+00:00,0,42,1,,,2,,56,8.3,4,7.5,1,42,0,0,1,1,30,10,24.0,3.5,5,5,1,0.90,1.10,2,3,1,4,11,5,2,8,6,11,1,6,9,9,3,35,36,37,38,39,40,41,42,43,44,45,46,8.3,4.4,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P2,pcf7gm29,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.186.213.164,2016-08-09 22:10:35.221718+00:00,0,36,1,,,3,,38,3.1,1,3.1,11,36,1,0,0,2,22,14,22.4,2.1,4,4,1,1.10,0.90,2,1,3,4,11,11,2,10,3,4,6,1,8,8,6,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.1,9.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P11,52oux9ov,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.193.29,2016-08-09 22:04:58.893949+00:00,0,45,1,,,1,,47,5.6,2,5.1,8,45,0,1,0,1,23,11,23.4,3.1,4,4,1,1.10,0.90,2,1,3,4,11,11,2,10,3,4,6,1,8,8,6,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.1,9.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P6,xz57rkvf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.81.228.101,2016-08-09 22:04:25.655661+00:00,0,40,1,,,2,,42,6.7,3,6.1,3,40,0,1,0,1,23,11,23.4,3.1,4,4,1,1.10,0.90,2,1,3,4,11,11,2,10,3,4,6,1,8,8,6,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.1,9.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P9,6rza2p22,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-09 22:05:46.014145+00:00,0,43,1,,,3,,45,7.8,4,7.1,1,43,0,1,0,1,23,11,23.4,3.1,4,4,1,1.10,0.90,2,1,3,4,11,11,2,10,3,4,6,1,8,8,6,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.1,9.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P4,gjn6gq0v,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.178.66,2016-08-09 22:05:30.571238+00:00,0,38,1,,,2,,40,7.1,5,7.1,2,38,1,0,0,2,22,14,22.4,2.1,4,4,1,1.10,0.90,2,1,3,4,11,11,2,10,3,4,6,1,8,8,6,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.1,9.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
