Participant._id_in_session,Participant.code,Participant.label,Participant._current_page,Participant._current_app_name,Participant._round_number,Participant._current_page_name,Participant.status,Participant.ip_address,Participant.time_started,Participant.exclude_from_data_analysis,Participant.name,Participant.visited,Participant.mturk_worker_id,Participant.mturk_assignment_id,Player.id_in_group,Player.role,Player.id,Player.payoff,Player.extraction,Player.partial_pay,Player.ranking,Player.auxiliar,Player.aux_2_1,Player.aux_2_2,Player.aux_2_3,Player.gp_ranking,Group.id,Group.total_extraction,Group.total_payment,Group.group_loss,Subsession.id,Subsession.round_number,Subsession.multi_uno,Subsession.multi_dos,Subsession.multi_tres,Subsession.rank_uno,Subsession.rank_dos,Subsession.rank_tres,Subsession.rank_p_1,Subsession.rank_p_2,Subsession.rank_p_3,Subsession.rank_p_4,Subsession.rank_p_5,Subsession.rank_p_6,Subsession.rank_p_7,Subsession.rank_p_8,Subsession.rank_p_9,Subsession.rank_p_10,Subsession.rank_p_11,Subsession.rank_p_12,Subsession.posit_1,Subsession.posit_2,Subsession.posit_3,Subsession.posit_4,Subsession.posit_5,Subsession.posit_6,Subsession.posit_7,Subsession.posit_8,Subsession.posit_9,Subsession.posit_10,Subsession.posit_11,Subsession.posit_12,Subsession.max_pay,Subsession.min_pay,Subsession.max_fund,Subsession.min_fund,Session.code,Session.label,Session.experimenter_name,Session.real_world_currency_per_point,Session.time_scheduled,Session.time_started,Session.mturk_HITId,Session.mturk_HITGroupId,Session.participation_fee,Session.comment,Session.is_demo,Session.use_cli_bots
P8,3w4yh997,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.217.57,2016-08-09 22:06:06.530302+00:00,0,42,1,,,2,,68,9.0,4,8.2,1,42,0,0,1,1,36,8,24.8,4.2,6,6,0.90,1,1.10,3,2,1,9,12,2,5,2,7,5,1,7,10,2,11,35,36,37,38,39,40,41,42,43,44,45,46,9.0,2.4,12.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P4,gjn6gq0v,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.178.66,2016-08-09 22:05:30.571238+00:00,0,38,1,,,2,,64,6.0,5,6.7,5,38,1,0,0,3,34,15,21.8,1.7,6,6,0.90,1,1.10,3,2,1,9,12,2,5,2,7,5,1,7,10,2,11,35,36,37,38,39,40,41,42,43,44,45,46,9.0,2.4,12.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P1,39l6xjub,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.61.152.141,2016-08-09 22:06:54.257638+00:00,0,35,1,,,4,,61,5.1,4,5.7,9,35,1,0,0,3,34,15,21.8,1.7,6,6,0.90,1,1.10,3,2,1,9,12,2,5,2,7,5,1,7,10,2,11,35,36,37,38,39,40,41,42,43,44,45,46,9.0,2.4,12.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P10,0rblqk8z,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-09 22:05:09.983129+00:00,0,44,1,,,4,,70,4.8,2,4.8,10,44,0,1,0,2,35,12,23.2,2.8,6,6,0.90,1,1.10,3,2,1,9,12,2,5,2,7,5,1,7,10,2,11,35,36,37,38,39,40,41,42,43,44,45,46,9.0,2.4,12.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P12,aavgcaym,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.167.27,2016-08-09 22:04:48.957997+00:00,0,46,1,,,1,,72,4.6,0,4.2,11,46,0,0,1,1,36,8,24.8,4.2,6,6,0.90,1,1.10,3,2,1,9,12,2,5,2,7,5,1,7,10,2,11,35,36,37,38,39,40,41,42,43,44,45,46,9.0,2.4,12.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P11,52oux9ov,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.193.29,2016-08-09 22:04:58.893949+00:00,0,45,1,,,1,,71,6.8,4,6.8,2,45,0,1,0,2,35,12,23.2,2.8,6,6,0.90,1,1.10,3,2,1,9,12,2,5,2,7,5,1,7,10,2,11,35,36,37,38,39,40,41,42,43,44,45,46,9.0,2.4,12.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P2,pcf7gm29,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.186.213.164,2016-08-09 22:10:35.221718+00:00,0,36,1,,,3,,62,2.4,1,2.7,12,36,1,0,0,3,34,15,21.8,1.7,6,6,0.90,1,1.10,3,2,1,9,12,2,5,2,7,5,1,7,10,2,11,35,36,37,38,39,40,41,42,43,44,45,46,9.0,2.4,12.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P10,0rblqk8z,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-09 22:05:09.983129+00:00,0,44,1,,,4,,82,3.7,2,3.7,12,44,0,1,0,2,41,15,21.8,1.7,7,7,0.90,1,1.10,3,2,1,9,9,7,6,5,3,9,1,3,12,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,3.7,7.0,3.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P7,6ka3vdrx,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.158.172.100,2016-08-09 22:06:15.709595+00:00,0,41,1,,,1,,79,4.5,4,5.0,9,41,1,0,0,3,40,17,21.0,1,7,7,0.90,1,1.10,3,2,1,9,9,7,6,5,3,9,1,3,12,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,3.7,7.0,3.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P2,pcf7gm29,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.186.213.164,2016-08-09 22:10:35.221718+00:00,0,36,1,,,3,,74,4.5,4,5.0,9,36,1,0,0,3,40,17,21.0,1,7,7,0.90,1,1.10,3,2,1,9,9,7,6,5,3,9,1,3,12,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,3.7,7.0,3.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P1,39l6xjub,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.61.152.141,2016-08-09 22:06:54.257638+00:00,0,35,1,,,4,,73,4.5,4,5.0,9,35,1,0,0,3,40,17,21.0,1,7,7,0.90,1,1.10,3,2,1,9,9,7,6,5,3,9,1,3,12,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,3.7,7.0,3.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P8,3w4yh997,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.217.57,2016-08-09 22:06:06.530302+00:00,0,42,1,,,2,,80,7.0,4,6.4,1,42,0,0,1,1,42,13,22.6,2.4,7,7,0.90,1,1.10,3,2,1,9,9,7,6,5,3,9,1,3,12,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,3.7,7.0,3.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P4,gjn6gq0v,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.178.66,2016-08-09 22:05:30.571238+00:00,0,38,1,,,2,,76,5.4,5,6.0,6,38,1,0,0,3,40,17,21.0,1,7,7,0.90,1,1.10,3,2,1,9,9,7,6,5,3,9,1,3,12,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,3.7,7.0,3.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P3,nlbztv8j,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-09 22:06:01.585342+00:00,0,37,1,,,4,,75,4.8,2,4.4,7,37,0,0,1,1,42,13,22.6,2.4,7,7,0.90,1,1.10,3,2,1,9,9,7,6,5,3,9,1,3,12,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,3.7,7.0,3.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P11,52oux9ov,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.193.29,2016-08-09 22:04:58.893949+00:00,0,45,1,,,1,,83,4.7,3,4.7,8,45,0,1,0,2,41,15,21.8,1.7,7,7,0.90,1,1.10,3,2,1,9,9,7,6,5,3,9,1,3,12,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,3.7,7.0,3.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P12,aavgcaym,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.167.27,2016-08-09 22:04:48.957997+00:00,0,46,1,,,1,,84,7.0,4,6.4,1,46,0,0,1,1,42,13,22.6,2.4,7,7,0.90,1,1.10,3,2,1,9,9,7,6,5,3,9,1,3,12,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,3.7,7.0,3.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P5,ee6dngxr,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-22 17:39:05.178238+00:00,0,95,1,,,3,,161,7.0,5,7.8,5,95,0,0,1,3,84,12,23.2,2.8,14,4,1.10,1,0.90,1,2,3,6,12,10,1,5,3,6,9,8,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,3.1,14.0,8.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P6,xz57rkvf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.81.228.101,2016-08-09 22:04:25.655661+00:00,0,40,1,,,2,,90,7.8,4,7.1,1,40,0,1,0,1,47,11,23.4,3.1,8,8,1,1.10,0.90,2,1,3,4,12,11,1,10,1,4,4,8,8,3,4,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.8,9.0,7.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P11,52oux9ov,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.193.29,2016-08-09 22:04:58.893949+00:00,0,45,1,,,1,,95,6.7,3,6.1,3,45,0,1,0,1,47,11,23.4,3.1,8,8,1,1.10,0.90,2,1,3,4,12,11,1,10,1,4,4,8,8,3,4,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.8,9.0,7.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P4,gjn6gq0v,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.178.66,2016-08-09 22:05:30.571238+00:00,0,38,1,,,2,,88,7.8,5,7.8,1,38,1,0,0,2,46,12,23.2,2.8,8,8,1,1.10,0.90,2,1,3,4,12,11,1,10,1,4,4,8,8,3,4,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.8,9.0,7.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P12,aavgcaym,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.167.27,2016-08-09 22:04:48.957997+00:00,0,46,1,,,1,,96,5.8,4,6.4,4,46,0,0,1,3,48,13,22.6,2.4,8,8,1,1.10,0.90,2,1,3,4,12,11,1,10,1,4,4,8,8,3,4,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.8,9.0,7.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P1,ut05vfix,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-22 22:28:31.035820+00:00,0,115,1,,,3,,265,3.7,1,3.4,11,115,1,0,0,1,136,13,22.6,2.4,23,3,1.10,0.90,1,1,3,2,11,7,7,5,1,4,7,5,3,12,10,2,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.3,7.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P5,doui53it,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.201.32,2016-08-22 22:29:19.633131+00:00,0,119,1,,,1,,269,8.1,5,7.4,1,119,1,0,0,1,136,13,22.6,2.4,23,3,1.10,0.90,1,1,3,2,11,7,7,5,1,4,7,5,3,12,10,2,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.3,7.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P1,tpmnllyw,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.185.250,2016-08-22 17:38:34.927355+00:00,0,91,1,,,2,,157,6.5,1,5.9,6,91,1,0,0,1,82,6,25.6,4.9,14,4,1.10,1,0.90,1,2,3,6,12,10,1,5,3,6,9,8,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,3.1,14.0,8.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P12,t9kl2n8x,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.220.50,2016-08-22 22:30:17.425605+00:00,0,126,1,,,2,,276,7.0,4,6.4,2,126,1,0,0,1,136,13,22.6,2.4,23,3,1.10,0.90,1,1,3,2,11,7,7,5,1,4,7,5,3,12,10,2,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.3,7.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P8,ihne4spc,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:28:22.599381+00:00,0,122,1,,,2,,272,5.4,4,5.4,5,122,0,0,1,2,138,16,21.6,1.4,23,3,1.10,0.90,1,1,3,2,11,7,7,5,1,4,7,5,3,12,10,2,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.3,7.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P2,7s3nsihj,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:28:40.454912+00:00,0,116,1,,,3,,266,5.1,5,5.7,7,116,0,1,0,3,137,18,20.8,0.7,23,3,1.10,0.90,1,1,3,2,11,7,7,5,1,4,7,5,3,12,10,2,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.3,7.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P10,ydsge81s,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.33.196.195,2016-08-22 22:30:33.853887+00:00,0,124,1,,,2,,274,3.3,3,3.7,12,124,0,1,0,3,137,18,20.8,0.7,23,3,1.10,0.90,1,1,3,2,11,7,7,5,1,4,7,5,3,12,10,2,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.3,7.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P4,ngpbmulp,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.95.237.20,2016-08-22 17:39:17.156757+00:00,0,94,1,,,4,,160,7.6,2,6.9,1,94,1,0,0,1,82,6,25.6,4.9,14,4,1.10,1,0.90,1,2,3,6,12,10,1,5,3,6,9,8,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,3.1,14.0,8.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P7,z6185o9m,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.183.121,2016-08-22 17:38:42.115072+00:00,0,97,1,,,1,,163,6.5,1,5.9,6,97,1,0,0,1,82,6,25.6,4.9,14,4,1.10,1,0.90,1,2,3,6,12,10,1,5,3,6,9,8,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,3.1,14.0,8.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P12,0a2wbu80,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-22 17:37:41.508841+00:00,0,102,1,,,3,,168,7.6,2,6.9,1,102,1,0,0,1,82,6,25.6,4.9,14,4,1.10,1,0.90,1,2,3,6,12,10,1,5,3,6,9,8,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,3.1,14.0,8.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P6,2z3woarf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.98.230,2016-08-22 17:38:52.462263+00:00,0,96,1,,,3,,162,7.1,4,7.1,3,96,0,1,0,2,83,11,23.4,3.1,14,4,1.10,1,0.90,1,2,3,6,12,10,1,5,3,6,9,8,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,3.1,14.0,8.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P9,frno2noq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-22 22:30:18.753979+00:00,0,123,1,,,3,,273,6.4,5,6.4,3,123,0,0,1,2,138,16,21.6,1.4,23,3,1.10,0.90,1,1,3,2,11,7,7,5,1,4,7,5,3,12,10,2,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.3,7.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P3,c7noh4z6,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.200.15,2016-08-22 22:28:53.833365+00:00,0,117,1,,,4,,267,5.1,5,5.7,7,117,0,1,0,3,137,18,20.8,0.7,23,3,1.10,0.90,1,1,3,2,11,7,7,5,1,4,7,5,3,12,10,2,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.3,7.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P6,skf3koob,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.35.233.184,2016-08-22 22:29:38.557601+00:00,0,120,1,,,4,,270,5.9,3,5.4,4,120,1,0,0,1,136,13,22.6,2.4,23,3,1.10,0.90,1,1,3,2,11,7,7,5,1,4,7,5,3,12,10,2,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.3,7.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P12,0a2wbu80,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-22 17:37:41.508841+00:00,0,102,1,,,3,,180,7.9,2,7.2,2,102,1,0,0,1,88,5,25.8,5.2,15,5,1.10,1,0.90,1,2,3,3,12,10,3,7,6,3,10,8,1,9,2,91,92,93,94,95,96,97,98,99,100,101,102,8.5,3.5,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P1,tpmnllyw,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.185.250,2016-08-22 17:38:34.927355+00:00,0,91,1,,,2,,169,6.8,1,6.2,3,91,1,0,0,1,88,5,25.8,5.2,15,5,1.10,1,0.90,1,2,3,3,12,10,3,7,6,3,10,8,1,9,2,91,92,93,94,95,96,97,98,99,100,101,102,8.5,3.5,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P10,bkdkazck,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.152.73.88,2016-08-22 17:38:06.930981+00:00,0,100,1,,,4,,178,8.5,5,8.5,1,100,0,1,0,2,89,10,24.0,3.5,15,5,1.10,1,0.90,1,2,3,3,12,10,3,7,6,3,10,8,1,9,2,91,92,93,94,95,96,97,98,99,100,101,102,8.5,3.5,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P11,w8txiz3u,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.206.121,2016-08-22 17:37:54.880974+00:00,0,101,1,,,4,,179,5.1,4,5.7,9,101,0,0,1,3,90,15,21.8,1.7,15,5,1.10,1,0.90,1,2,3,3,12,10,3,7,6,3,10,8,1,9,2,91,92,93,94,95,96,97,98,99,100,101,102,8.5,3.5,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P9,9o9clpsq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-22 17:38:18.596573+00:00,0,99,1,,,1,,177,5.5,2,5.5,8,99,0,1,0,2,89,10,24.0,3.5,15,5,1.10,1,0.90,1,2,3,3,12,10,3,7,6,3,10,8,1,9,2,91,92,93,94,95,96,97,98,99,100,101,102,8.5,3.5,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P8,mihn323q,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.63.227.88,2016-08-22 17:38:31.594973+00:00,0,98,1,,,2,,176,4.2,3,4.7,10,98,0,0,1,3,90,15,21.8,1.7,15,5,1.10,1,0.90,1,2,3,3,12,10,3,7,6,3,10,8,1,9,2,91,92,93,94,95,96,97,98,99,100,101,102,8.5,3.5,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P3,l739scml,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.65.93.238,2016-08-22 17:39:16.840737+00:00,0,93,1,,,1,,171,4.2,3,4.7,10,93,0,0,1,3,90,15,21.8,1.7,15,5,1.10,1,0.90,1,2,3,3,12,10,3,7,6,3,10,8,1,9,2,91,92,93,94,95,96,97,98,99,100,101,102,8.5,3.5,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P2,24wb7l7g,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.37.199.190,2016-08-22 17:38:46.764842+00:00,0,92,1,,,2,,170,3.5,0,3.5,12,92,0,1,0,2,89,10,24.0,3.5,15,5,1.10,1,0.90,1,2,3,3,12,10,3,7,6,3,10,8,1,9,2,91,92,93,94,95,96,97,98,99,100,101,102,8.5,3.5,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,ngpbmulp,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.95.237.20,2016-08-22 17:39:17.156757+00:00,0,94,1,,,4,,172,6.8,1,6.2,3,94,1,0,0,1,88,5,25.8,5.2,15,5,1.10,1,0.90,1,2,3,3,12,10,3,7,6,3,10,8,1,9,2,91,92,93,94,95,96,97,98,99,100,101,102,8.5,3.5,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P6,2z3woarf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.98.230,2016-08-22 17:38:52.462263+00:00,0,96,1,,,3,,174,6.5,3,6.5,6,96,0,1,0,2,89,10,24.0,3.5,15,5,1.10,1,0.90,1,2,3,3,12,10,3,7,6,3,10,8,1,9,2,91,92,93,94,95,96,97,98,99,100,101,102,8.5,3.5,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P5,ee6dngxr,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-22 17:39:05.178238+00:00,0,95,1,,,3,,173,6.0,5,6.7,7,95,0,0,1,3,90,15,21.8,1.7,15,5,1.10,1,0.90,1,2,3,3,12,10,3,7,6,3,10,8,1,9,2,91,92,93,94,95,96,97,98,99,100,101,102,8.5,3.5,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,gjn6gq0v,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.178.66,2016-08-09 22:05:30.571238+00:00,0,38,1,,,2,,112,7.0,5,6.7,1,38,1,0,0,1,58,15,21.8,1.7,10,10,1.05,0.90,1.05,1,3,1,1,11,12,1,1,7,7,5,6,10,7,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,2.8,5.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P11,52oux9ov,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.193.29,2016-08-09 22:04:58.893949+00:00,0,45,1,,,1,,119,4.9,4,5.4,7,45,0,1,0,3,59,16,21.6,1.4,10,10,1.05,0.90,1.05,1,3,1,1,11,12,1,1,7,7,5,6,10,7,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,2.8,5.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P3,nlbztv8j,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-09 22:06:01.585342+00:00,0,37,1,,,4,,111,2.8,1,2.7,12,37,0,0,1,1,60,15,21.8,1.7,10,10,1.05,0.90,1.05,1,3,1,1,11,12,1,1,7,7,5,6,10,7,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,2.8,5.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P5,ui2o6507,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.5.200.32,2016-08-09 22:04:59.226294+00:00,0,39,1,,,3,,113,7.0,5,6.7,1,39,0,0,1,1,60,15,21.8,1.7,10,10,1.05,0.90,1.05,1,3,1,1,11,12,1,1,7,7,5,6,10,7,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,2.8,5.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P10,0rblqk8z,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-09 22:05:09.983129+00:00,0,44,1,,,4,,118,4.0,3,4.4,10,44,0,1,0,3,59,16,21.6,1.4,10,10,1.05,0.90,1.05,1,3,1,1,11,12,1,1,7,7,5,6,10,7,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,2.8,5.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P6,xz57rkvf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.81.228.101,2016-08-09 22:04:25.655661+00:00,0,40,1,,,2,,114,4.9,4,5.4,7,40,0,1,0,3,59,16,21.6,1.4,10,10,1.05,0.90,1.05,1,3,1,1,11,12,1,1,7,7,5,6,10,7,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,2.8,5.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P12,aavgcaym,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.167.27,2016-08-09 22:04:48.957997+00:00,0,46,1,,,1,,120,7.0,5,6.7,1,46,0,0,1,1,60,15,21.8,1.7,10,10,1.05,0.90,1.05,1,3,1,1,11,12,1,1,7,7,5,6,10,7,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,2.8,5.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P8,3w4yh997,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.217.57,2016-08-09 22:06:06.530302+00:00,0,42,1,,,2,,116,6.0,4,5.7,5,42,0,0,1,1,60,15,21.8,1.7,10,10,1.05,0.90,1.05,1,3,1,1,11,12,1,1,7,7,5,6,10,7,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,2.8,5.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P9,6rza2p22,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-09 22:05:46.014145+00:00,0,43,1,,,3,,117,5.8,5,6.4,6,43,0,1,0,3,59,16,21.6,1.4,10,10,1.05,0.90,1.05,1,3,1,1,11,12,1,1,7,7,5,6,10,7,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,2.8,5.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P2,pcf7gm29,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.186.213.164,2016-08-09 22:10:35.221718+00:00,0,36,1,,,3,,110,3.9,2,3.7,11,36,1,0,0,1,58,15,21.8,1.7,10,10,1.05,0.90,1.05,1,3,1,1,11,12,1,1,7,7,5,6,10,7,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,2.8,5.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P1,39l6xjub,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.61.152.141,2016-08-09 22:06:54.257638+00:00,0,35,1,,,4,,109,7.0,5,6.7,1,35,1,0,0,1,58,15,21.8,1.7,10,10,1.05,0.90,1.05,1,3,1,1,11,12,1,1,7,7,5,6,10,7,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,2.8,5.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P7,6ka3vdrx,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.158.172.100,2016-08-09 22:06:15.709595+00:00,0,41,1,,,1,,115,4.9,3,4.7,7,41,1,0,0,1,58,15,21.8,1.7,10,10,1.05,0.90,1.05,1,3,1,1,11,12,1,1,7,7,5,6,10,7,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,2.8,5.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P5,ee6dngxr,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-22 17:39:05.178238+00:00,0,95,1,,,3,,185,6.0,5,6.7,7,95,0,0,1,3,96,15,21.8,1.7,16,6,1.10,1,0.90,1,2,3,5,11,12,2,7,6,2,7,9,4,10,1,91,92,93,94,95,96,97,98,99,100,101,102,8.4,3.3,16.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
